timestamp_utc,price_eur_mwh,prediction,residual,forecast_q10,forecast_q50,forecast_q90
2022-12-31 23:00:00+00:00,-5.17,-9.779377937316896,4.609377937316896,,,
2023-01-01 00:00:00+00:00,-1.07,-13.01422882080078,11.94422882080078,,,
2023-01-01 01:00:00+00:00,-1.47,-13.01422882080078,11.544228820800779,,,
2023-01-01 02:00:00+00:00,-5.08,-13.209896087646484,8.129896087646484,,,
2023-01-01 03:00:00+00:00,-4.49,-14.195687294006348,9.705687294006347,,,
2023-01-01 04:00:00+00:00,-5.4,-17.6602840423584,12.260284042358398,,,
2023-01-01 05:00:00+00:00,-5.02,-20.93600082397461,15.91600082397461,,,
2023-01-01 06:00:00+00:00,-1.3,-20.805633544921875,19.505633544921874,,,
2023-01-01 07:00:00+00:00,-1.44,-19.702083587646484,18.262083587646483,,,
2023-01-01 08:00:00+00:00,-1.09,-11.914114952087402,10.824114952087402,,,
2023-01-01 09:00:00+00:00,-1.07,-18.720327377319336,17.650327377319336,,,
2023-01-01 10:00:00+00:00,-1.07,-11.999764442443848,10.929764442443847,,,
2023-01-01 11:00:00+00:00,-0.79,-7.597002983093262,6.807002983093262,,,
2023-01-01 12:00:00+00:00,-0.27,2.1730291843414307,-2.4430291843414307,,,
2023-01-01 13:00:00+00:00,0.85,11.975313186645508,-11.125313186645508,,,
2023-01-01 14:00:00+00:00,23.53,42.42355728149414,-18.89355728149414,,,
2023-01-01 15:00:00+00:00,36.54,54.22446060180664,-17.68446060180664,,,
2023-01-01 16:00:00+00:00,46.03,54.62310028076172,-8.593100280761718,,,
2023-01-01 17:00:00+00:00,55.57,55.24289321899414,0.32710678100585966,,,
2023-01-01 18:00:00+00:00,54.95,54.66938400268555,0.28061599731445597,,,
2023-01-01 19:00:00+00:00,49.23,55.25071716308594,-6.020717163085941,,,
2023-01-01 20:00:00+00:00,44.99,53.2331428527832,-8.243142852783201,,,
2023-01-01 21:00:00+00:00,45.96,55.30353164672852,-9.343531646728522,,,
2023-01-01 22:00:00+00:00,35.0,48.41778564453125,-13.41778564453125,,,
2023-01-01 23:00:00+00:00,57.91,44.66101837158203,13.248981628417965,,,
2023-01-02 00:00:00+00:00,51.67,37.374942779541016,14.295057220458986,,,
2023-01-02 01:00:00+00:00,52.93,36.385398864746094,16.544601135253906,,,
2023-01-02 02:00:00+00:00,44.09,34.264060974121094,9.82593902587891,,,
2023-01-02 03:00:00+00:00,50.08,36.329063415527344,13.750936584472655,,,
2023-01-02 04:00:00+00:00,69.72,39.86016082763672,29.85983917236328,,,
2023-01-02 05:00:00+00:00,105.08,43.632301330566406,61.44769866943359,,,
2023-01-02 06:00:00+00:00,140.64,48.24024200439453,92.39975799560546,,,
2023-01-02 07:00:00+00:00,145.98,52.27413940429688,93.70586059570311,,,
2023-01-02 08:00:00+00:00,147.05,53.72395706176758,93.32604293823243,,,
2023-01-02 09:00:00+00:00,145.61,54.16495132446289,91.44504867553712,,,
2023-01-02 10:00:00+00:00,143.35,53.426025390625,89.923974609375,,,
2023-01-02 11:00:00+00:00,144.38,51.10288238525391,93.27711761474609,,,
2023-01-02 12:00:00+00:00,143.76,46.65061950683594,97.10938049316405,,,
2023-01-02 13:00:00+00:00,148.2,45.81807708740234,102.38192291259764,,,
2023-01-02 14:00:00+00:00,155.34,47.75379943847656,107.58620056152344,,,
2023-01-02 15:00:00+00:00,162.89,52.05044174194336,110.83955825805663,,,
2023-01-02 16:00:00+00:00,170.0,58.5158805847168,111.4841194152832,,,
2023-01-02 17:00:00+00:00,174.74,61.27902221679688,113.46097778320313,,,
2023-01-02 18:00:00+00:00,164.46,62.817508697509766,101.64249130249024,,,
2023-01-02 19:00:00+00:00,153.0,57.541107177734375,95.45889282226562,,,
2023-01-02 20:00:00+00:00,141.67,53.625125885009766,88.04487411499022,,,
2023-01-02 21:00:00+00:00,134.91,50.52764892578125,84.38235107421875,,,
2023-01-02 22:00:00+00:00,124.22,40.09903335571289,84.12096664428711,,,
2023-01-02 23:00:00+00:00,130.01,43.079471588134766,86.93052841186523,,,
2023-01-03 00:00:00+00:00,120.0,41.72799301147461,78.27200698852539,,,
2023-01-03 01:00:00+00:00,118.76,43.38421630859375,75.37578369140626,,,
2023-01-03 02:00:00+00:00,115.0,40.698429107666016,74.30157089233398,,,
2023-01-03 03:00:00+00:00,113.63,44.77573776245117,68.85426223754882,,,
2023-01-03 04:00:00+00:00,116.27,58.2008171081543,58.0691828918457,,,
2023-01-03 05:00:00+00:00,138.92,72.02938842773438,66.89061157226561,,,
2023-01-03 06:00:00+00:00,159.92,128.4813690185547,31.4386309814453,,,
2023-01-03 07:00:00+00:00,169.17,136.25576782226562,32.91423217773436,,,
2023-01-03 08:00:00+00:00,171.18,136.43995666503906,34.740043334960944,,,
2023-01-03 09:00:00+00:00,168.57,131.8765411376953,36.69345886230468,,,
2023-01-03 10:00:00+00:00,169.49,132.97711181640625,36.51288818359376,,,
2023-01-03 11:00:00+00:00,164.5,135.32762145996094,29.172378540039062,,,
2023-01-03 12:00:00+00:00,160.91,131.53854370117188,29.37145629882812,,,
2023-01-03 13:00:00+00:00,163.06,132.79580688476562,30.264193115234377,,,
2023-01-03 14:00:00+00:00,167.73,145.759765625,21.97023437499999,,,
